Date,ACCP.PA,AIRF.PA,AIRP.PA,AIR.PA,ALSO.PA,MT.AS,AKE.PA,AXAF.PA,CHBE.PA,BICP.PA,BNPP.PA,BOLL.PA,BOUY.PA,CARR.PA,CASP.PA,CNPP.PA,CAGR.PA,DANO.PA,DAST.PA,AM.PA,EDEN.PA,EDF.PA,ENGIE.PA,ERMT.PA,ESLX.PA,EUFI.PA,ETL.PA,IMTP.PA,PRTP.PA,KORI.PA,LVMH.PA,OREP.PA,MICP.PA,ORAN.PA,ORP.PA,PERP.PA,PUBP.PA,RENA.PA,SAF.PA,SGOB.PA,SASY.PA,SCHN.PA,SCOR.PA,SOGN.PA,EXHO.PA,SOLB.BR,SOPR.PA,STLA.MI,STM.PA,TEPRF.PA,TFFP.PA,TCFP.PA,TTEF.PA,TRIA.PA,UBIP.PA,VIE.PA,SGEF.PA,VIV.PA,XFAB.PA,VLLP.PA,MWDP.PA,XIL.PA,.CACT,.FCHI
31/08/2020,25.74,3.776,139.05,68.84,43.2471732,10.602,92.9,17.076,7.09,48.32,36.565,3.148,33.25,13.46,21.75,10.66779648,8.588,55.1,31.57,76.25,43.27,8.41568022,11.655,28.52,112.1,67.16,8.408,34.02,514.6,29.98158162,392.8,276.9,94.62,9.33,100.65,143.5,29.37,23.84,97.02,33.98,84.87,103.75,22.42,13.582,59.31680908,72.64,136.3,7.675281552,25.21,258.4,5.12,65.5,33.1,106.5,68.96,19.4762542,78.58,9.8355166,2.82,8.8586715,85.95,48,3854.8,4973.52
01/09/2020,25.32,3.768,139.15,69.57,43.75716345,10.486,92.82,17.092,6.88,47.48,36.085,3.14,33.29,13.435,21.63,10.5061632,8.514,54.52,31.78,76.6,43,8.39847024,11.59,28.55,109.7,66.68,8.218,33.7,525,29.7414334,396.7,277.5,94,9.172,99.68,141.45,28.56,22.775,98,33.62,83.91,104.5,22.42,13.23,58.90131442,72.32,138.8,7.718025056,25.47,260.7,5.115,64.3,32.95,106.9,69.58,18.88328904,77.82,9.86444459,2.925,8.739543,85.55,47.9,3908.42,5042.98
02/09/2020,25.9,3.686,142.15,72.08,43.9147968,10.84,93.42,17.278,6.925,47.9,35.88,3.164,33.72,13.55,21.43,10.48714752,8.436,55.66,32.18,80.15,44.03,8.5858678,11.75,28.38,113.05,67,8.6,34.08,553,30.14783808,407.25,281.2,95.78,9.214,101.4,145.05,28.58,22.675,100.45,34.34,85.18,106,22.82,12.92,61.29535508,74.46,138.8,7.621247312,26,265,5.315,66.38,33.29,107.4,70.32,19.46661249,80.1,9.98428912,2.97,7.890105,87.35,47.5,3896.2,5023.93
03/09/2020,26.24,3.796,140.45,71.5,43.7478909,10.51,92.84,17.302,6.85,47.92,36.15,3.174,33.57,13.9,21.78,10.37305344,8.438,56.68,31.27,80.8,42.63,8.4615735,11.865,27.05,113.15,65.2,9.078,34.02,555.3,30.1108922,408.4,278.6,96,9.322,101.15,145.7,29.99,23.405,97.68,33.63,84.41,104.5,22.74,12.95,63.57068298,74.44,135.8,7.59302047,24.2,257.1,5.525,66.94,33.21,106.3,67.28,19.29306171,81.14,9.91403543,2.925,7.013043,86,46.7,3901.04,5034.14
04/09/2020,27.11,3.802,138.8,69.78,43.66443795,10.748,93.62,17.18,6.74,46.98,37.225,3.184,33.62,14.315,21.99,10.48714752,8.67,56.18,30.42,78.55,42.29,8.26461484,11.64,27.88,111.1,64.76,8.95,34,555,29.29808284,402.85,273.9,95.3,9.218,97.86,141.3,30.12,24.45,97.24,34.24,83.57,103.1,22.24,13.674,63.15518832,76.38,135.3,7.44462793,23.64,249.9,5.685,65.34,32.965,103.4,65.66,18.8447222,79.62,9.85617945,2.87,7.244394,84.25,46.8,3917.59,5051.88
07/09/2020,26.97,3.823,141.15,73.77,43.9147968,10.692,94.56,17.308,6.925,47.46,37.4,3.228,34.37,14.28,22.14,10.70582784,8.744,56.78,31.24,80.9,43.19,8.44818796,12.015,27.82,111.6,66.52,9,34.22,561,29.59364988,408.8,278.6,95.06,9.26,99.9,142.7,29.23,25.16,100.9,35.24,85.53,105.5,22.88,13.526,64.57974144,77.94,138.2,7.356721479,24.11,259.3,5.68,67.3,33.575,108.6,68.06,19.22556974,81.56,10.03387996,2.89,7.0976415,85.6,47.2,3928.08,5067.93
08/09/2020,26.15,3.73,139.3,70.78,43.10808495,10.552,93.4,16.952,6.85,47,36.425,3.158,33.7,14.37,21.96,10.42059264,8.516,56.42,30.79,79.15,42.31,7.77508652,11.77,26.97,111.05,66.64,9.034,34,555,29.68601458,404.4,275.9,94.92,9.166,98.66,140.6,28.9,25.15,98.22,35.03,85.7,104.25,22.3,13.018,62.95733372,78.34,135.5,7.398658501,23.28,256.1,5.695,65.52,32.35,107.3,67.6,18.9411393,79.28,9.94296342,2.78,6.819675,83.6,46.25,3936.1,5074.42
09/09/2020,25.84,3.721,142.25,69.39,43.1544477,10.924,95,17.438,6,47.62,36.79,3.216,32.59,14.76,22.48,10.90549248,8.658,57.58,31.25,78,43.15,8.14988164,11.925,26.92,111.65,67.9,9.062,34.4,552.6,29.7414334,404.05,282.6,95.76,9.604,100.2,142,29.37,25.27,97.44,35.68,88.12,107.15,24.78,13.182,63.92682126,79.6,135.8,7.483339027,24.97,262,5.725,66.16,32.74,108.8,69.04,19.26413658,80.18,10.10000108,2.835,6.6014454,84.9,47.7,3908.91,5039.5
10/09/2020,26,3.718,141.4,69.44,42.2271927,10.806,96.06,17.37,6.425,47.12,37.005,3.234,32.42,14.74,23.75,10.7913984,8.686,57,31.37,77.35,43.09,8.031324,11.825,26.74,112,67.24,9.068,34.26,559.4,30.2032569,404.35,281.5,95.8,9.508,101.5,142.45,28.81,24.9,97.08,35.66,86.69,106.4,24.38,13.254,64.8963088,78.6,137.7,7.605924169,25.2,260.6,5.805,66.48,32.735,108.9,70.14,18.82543878,77.94,10.09586851,2.86,6.59523,84.9,47.25,3861.85,4978.18
11/09/2020,24.89,3.676,142,68.82,42.8948163,10.758,97.92,17.26,6.285,47.84,36.11,3.246,32.38,14.605,22.81,10.77238272,8.524,57.3,31.22,75,43.01,8.12119834,11.775,26.23,111.55,66.98,8.95,34.4,570.6,29.7414334,416.6,282.2,96.38,9.496,100.1,142.35,28.74,24.46,97.18,35.53,87.54,106.6,24.78,12.842,63.35304292,79.14,138.7,7.770446333,25.37,259.3,5.81,65.96,32.515,111.4,74.08,18.6085003,77.44,10.10000108,2.86,6.5461974,84.05,47.7,3717.77,4792.04
14/09/2020,25.18,3.668,141.1,71.32,42.60736725,10.788,98.66,17.272,6.585,48.18,36.57,3.258,32.21,14.53,22.43,10.85795328,8.642,57.34,31.59,81.85,43.26,8.07721728,11.945,26.45,110.5,65.7,9.286,34.32,577,29.39044754,420.25,281.4,96.04,9.512,99.94,142.4,28.97,24.68,97.48,36.04,87.06,107.05,25,13.202,65.25244708,78.92,139.1,7.751090785,26.36,259.1,5.93,68.82,32.025,112.8,73.72,18.62296287,77.78,10.10826622,2.94,6.3245148,84.25,48.7,3706.09,4772.84
15/09/2020,24.78,3.662,141.2,69.48,42.05101425,10.876,98.28,17.216,6.805,48,35.835,3.286,31.94,14.065,22.53,10.87696896,8.538,57.58,31.6,79.4,43.18,8.08677838,11.905,26.88,110.9,66.36,9.234,34.16,589.2,29.26113696,424,283.4,95.1,9.508,100.8,142.75,29.34,24.05,96.94,36.4,88.74,108,24.98,12.996,64.83695242,80.02,142,7.751897266,26.6,260.9,5.855,68.12,32.315,113.4,73.98,18.319249,77.32,10.14545935,2.97,6.76788,84.8,48.8,3724.78,4802.26
16/09/2020,24.66,3.63,141,70.79,42.5053692,11.098,98.36,17.12,6.7,48.24,35.71,3.316,31.52,14.11,22.1,11.0290944,8.448,58.1,32,80.6,43.12,8.1938627,11.955,27.22,111.6,65.98,9.25,34.6,600,30.12936514,426.15,281,94.96,9.636,102.35,141,29.82,23.63,97.48,36.52,88.25,107.2,24.72,12.97,65.74708358,82.06,141.4,7.972873114,26.81,262.2,5.85,68.06,32.19,111.8,72.72,18.2228319,77.36,10.14132678,3.005,7.099368,86.25,50.5,3691.89,4762.62
17/09/2020,24.57,3.731,140.2,71.12,42.16228485,11.458,97.84,16.85,6.685,47.82,35.425,3.26,31.8,13.83,22.5,10.73435136,8.36,57.7,31.64,79.9,42.43,8.40038246,11.815,26.8,111.9,66.14,9.124,34.38,596.5,30.2032569,420,280,95.94,9.66,101.4,140,29.17,23.585,98,36.5,88.03,106.95,24.12,13.028,65.92515272,80.84,141.2,7.995454587,26.09,260.5,5.85,68.18,31.535,111.5,72.34,18.21319019,77,10.02561482,2.95,7.137351,84.1,49.8,3672.49,4729.66
18/09/2020,23.89,3.659,139.75,68.6,42.1159221,11.534,96.36,16.656,6.56,46.82,34.595,3.18,31.09,13.43,21.72,10.32551424,8.096,57.34,31.99,77.5,42,8.28373704,11.595,26.27,112.05,66.9,8.782,33.5,587.7,29.77837928,413.85,276.6,94.62,9.516,100.25,138.55,27.92,22.635,95.2,36.27,88.44,105.55,23.38,12.63,62.73969366,80.46,139.4,8.05110179,25.91,260.6,5.745,65.62,31.11,112.4,72.66,18.08784796,75.9,9.85204688,3,6.9284445,80.45,49.8,3762.17,4843.27
21/09/2020,22.57,3.38,135.8,64.09,41.40193575,10.566,93.32,16,6.24,45.74,32.39,3.09,29.83,13.34,20.41,9.67898112,7.662,55.48,31.51,73.25,40.19,8.01793846,11.235,24.31,108.45,65.58,8.55,32.04,576.8,27.9865041,395.55,271.1,91,9.144,96.5,136.5,26.24,20.88,88.72,34.9,85.88,101.05,21.76,11.662,60.06865656,75.14,134.9,8.776128386,25.22,253.5,5.23,62.3,29.73,106.7,72.8,17.69253785,72.8,9.59169497,2.885,6.1408152,77.15,48.35,3749.96,4832.07
22/09/2020,22.01,3.233,135.95,62.37,40.7435847,10.526,93.5,15.64,6.11,46.1,32.22,3.138,29.92,13.64,20.38,9.63144192,7.618,54.96,31.57,72.5,40.03,8.23019488,11.16,23.9,106.15,65.56,8.486,31.76,568.3,27.69093706,391.05,273.9,91.46,9.25,95.1,135.25,26.53,21.435,88.98,35.4,84.76,101.7,21.58,11.65,60.62264944,74.88,134.5,8.719674702,25.29,252,5.185,62.58,29.94,109.3,73.78,17.62022503,71.56,9.69500922,2.855,6.0054576,76.5,49.6,3737.75,4803.44
23/09/2020,22.95,3.237,136.9,61.79,40.0017807,10.516,92.88,15.774,6.1,44.58,31.455,3.144,29.61,13.745,20.9,9.73602816,7.56,54.88,31.71,71.95,39.52,8.36405028,11.355,23.41,106.95,66,8.588,31.78,577.7,26.39783126,400.1,277.5,91.88,9.22,90.44,135.55,26.18,22.165,85.8,35.61,87.06,103.05,22.08,11.512,60.16758386,74.84,134.6,8.680963605,25.48,253.3,5.08,62.74,29.7,105.9,74.62,17.72146298,72,9.75699777,2.83,5.7623664,74.75,49.3,3750.5,4824.04
24/09/2020,23.28,3.018,135.55,59.65,40.04814345,10.38,91.24,15.784,6.03,44.26,31.16,3.154,29.43,13.76,20.78,9.6504576,7.422,54.4,31.48,71.2,39.04,8.20916046,11.135,22.5,106.65,64.76,8.368,31.42,569.6,26.28699362,401.8,274.1,91.42,9.02,94.86,134.9,26.45,22.085,82.88,35.08,87.14,103.45,21.52,11.212,59.41573638,73.84,133.5,8.369661863,25.62,260.5,4.974,61.94,29.025,119.8,74.02,17.30686945,71.06,9.80245604,2.75,5.369415,73.45,48.8,3749.65,4824.88
25/09/2020,23.25,2.96,134.45,60.02,39.9646905,10.31,89.82,15.57,6.24,43.66,30.25,3.126,29.13,13.695,20.81,9.6504576,7.164,54.56,31.51,71.2,38.83,8.222546,11.12,21.82,108.35,66.7,8.246,30.88,566,26.15768304,400.2,270.7,90.94,8.89,92.5,132.35,26.43,21.565,85.22,34.94,86.61,102.85,21.2,10.904,59.7520892,73.34,129.8,8.014003655,25.08,261.9,4.942,62.46,28.06,123.9,76.3,17.67807529,71.02,9.72393721,2.765,5.2409634,73.7,49.15,3791.55,4871.87
28/09/2020,24.41,2.979,137.2,62.31,40.82703765,11.436,91.5,16.098,6.56,44.58,31.82,3.194,29.73,13.975,21.5,10.19240448,7.578,55.66,32.06,73.1,39.22,8.41568022,11.41,21.85,113,67.38,8.384,31.88,574.4,27.00743828,405.9,278.6,93.56,8.996,94.6,135.95,27.58,23.1,85.7,36,87.32,106.7,22.88,11.452,62.04720256,75,134.8,8.240624871,25.7,265,5.15,63.98,28.8,130.6,76.18,17.62022503,72.42,9.85204688,2.925,5.9156796,75.9,49.2,3813.95,4895.46
29/09/2020,23.56,2.896,137.5,62.59,40.88267295,11.488,90.82,15.752,6.49,44.56,30.995,3.2,29.28,13.715,20.41,9.8881536,7.402,55.08,32.31,71.75,38.52,8.36405028,11.28,21.39,115.4,67.58,8.252,31.28,576.6,27.09980298,409.95,281.5,92.44,8.804,95.82,135.9,27.23,22.24,85.3,35.91,86.18,108.9,22.52,11.028,60.06865656,74.18,135.8,8.379339637,26.17,265.2,5.18,63.22,28.33,129.6,76.32,17.66361272,72.44,9.86031202,2.935,5.6263182,75.2,49.2,3804.55,4882
30/09/2020,24,2.962,135.5,62.07,39.4268826,11.384,90.62,15.776,6.87,44.76,30.975,3.188,29.62,13.665,20.75,10.15437312,7.472,55.22,31.95,72.5,38.4,8.62984886,11.42,21.6,116.15,67.54,8.32,31.76,567.6,27.65399118,399.4,277.6,91.72,8.884,97.06,136.15,27.58,22.195,84.44,36.01,85.33,106.05,23.66,11.318,60.36543846,73.46,135.6,8.364822976,26.26,263.6,5.235,64.16,29.2,131.8,77.06,17.76002982,71.52,9.8355166,2.95,5.8590504,77.45,48.9,3829.72,4911.94
01/10/2020,23.4,2.925,135.05,64.9,38.8890747,11.612,90.14,15.706,6.73,44.24,30.655,3.138,28.97,13.705,20.27,9.96421632,7.338,55.26,32.18,73,38.5,8.77326536,11.425,20.73,115.25,69.02,8.184,31.44,582.6,27.50620766,409.7,282.7,91.48,8.684,96.16,135.6,27.52,21.175,84.18,36.18,85.3,106.35,23.52,11.048,59.43552184,72.42,133.1,8.250302646,28.06,269.5,5.26,64.44,28.49,127.9,79.34,17.87090949,70.24,9.81898632,3.055,5.4149946,77.3,47.1,3852.95,4946.81
02/10/2020,22.84,2.872,135.15,64.62,38.573808,11.556,90.8,15.662,6.66,43.12,30.49,3.184,29.29,13.49,19.91,10.02126336,7.252,55.06,31.66,72.9,38.08,9.27809144,11.46,20.89,118.5,70.08,8.106,31.76,577.8,24.6613749,407.65,281.2,91.22,8.84,95.46,134.7,27.48,21.19,84.4,36.21,86.08,106.7,23.62,11.038,58.9606708,72.66,131.4,8.577734012,27.74,268.3,5.16,64.44,28.21,123,79.24,17.96250573,73.34,9.90990286,3.02,5.5579488,79.3,47,3876.16,4979.29
05/10/2020,23.6,2.997,133.5,65.8,38.8519845,11.866,90.88,15.924,6.635,42.3,31.455,3.228,29.69,13.52,20.2,10.24945152,7.384,55.26,32.08,74.65,39.2,9.274267,11.51,21.65,117.8,70.76,8.35,32.16,583.3,25.38181956,412.55,280,92,9.164,97.34,136.35,28.04,21.78,84.8,36.7,86.52,107.55,24.38,11.388,60.2467257,73.72,135.6,8.377726675,28.05,270.6,5.35,64.94,28.855,126.3,79.4,17.78895495,74.3,10.06280795,3.15,5.7416484,79.7,47,3849.42,4947.61
06/10/2020,25.21,3.129,132.4,67.77,38.5181727,11.936,90.96,16.236,6.58,42.4,33.035,3.29,30.06,13.56,20.37,10.52517888,7.77,55.14,31.25,75.65,41.02,9.37179022,11.835,21.33,118.35,70.28,8.308,32.86,581.4,25.47418426,411.2,279.2,92.28,9.22,96.4,135.15,28.39,22.87,87.2,36.72,84.87,107.15,24.5,12.152,62.64076636,74.22,134.8,8.44224517,28.02,270.8,5.42,66.58,29.52,125.6,78.4,18.13605651,76.1,10.13719421,3.135,5.9992422,82.1,47.1,3845.52,4941.66
07/10/2020,25.22,3.23,132.8,66.7,37.61873535,12.294,92.98,16.008,6.67,42.16,33.105,3.298,30.12,13.44,20.23,10.3635456,7.666,54.6,30.95,75.6,40.65,9.4846112,12.065,20.89,119.55,70.52,8.214,31.12,583,24.69832078,410.75,278.1,92.54,9.082,95.1,136.9,29.15,23.375,85.6,37.24,83.91,107.75,24.3,12.336,62.324199,75.44,132.5,8.369661863,28.23,267.5,5.42,65.06,29.17,126.2,79.98,18.10231053,75.98,10.05454281,3.195,5.7575322,81.6,47,3766.39,4837.42
08/10/2020,25.17,3.287,133.2,66.92,37.58164515,12.314,94.7,16.208,6.845,42.7,33.72,3.33,30.81,13.58,20.61,10.38256128,7.778,55,31.69,75.75,42,9.49799674,12.13,21.72,120.95,70.22,8.306,31.52,576.5,25.3079278,407.2,278.5,92.94,9.172,95.3,136.9,29.72,23.57,87.14,37.07,85.28,107.45,25.28,12.594,62.60119544,78,138.3,8.347080389,28.5,264.5,5.67,66.44,29.495,125.1,80.42,18.24693618,76.28,10.15785706,3.27,5.9474472,82.05,47.4,3834.6,4935.86
09/10/2020,25.16,3.195,133.55,66.78,37.7763687,12.126,95.16,16.196,6.825,42.78,33.42,3.32,30.66,13.875,20.8,10.23994368,7.67,55.54,32.16,75.9,42.07,9.79534695,12.14,24.34,121.5,70.26,8.222,31.3,581.8,26.2315748,411.9,282.4,92.94,9.436,95.74,138.15,30.34,22.78,88.66,36.72,86.31,108.6,25.14,12.416,62.75947912,77.84,139.7,8.45514887,29.27,270.3,5.55,67.2,29.95,124.8,81.88,18.07820625,75.14,10.331425,3.285,5.7402672,81.8,47.7,3840.67,4942.62
12/10/2020,24.87,3.109,135.5,65.99,38.50890015,12.024,95.34,16.302,7.48,43,33.54,3.31,31.19,13.85,20.46,10.30649856,7.71,55.72,32.43,75,43.35,9.89095795,12.16,23.42,120.7,70,8.238,30.58,589.4,27.5,418.25,287.4,94.36,9.57,96.58,139.65,30.25,22.97,87,37.1,86.5,110.35,25.16,12.712,62.5220536,77.4,141.6,8.606767335,29.68,277,5.32,67,29.68,124.8,83.02,18.09266882,74.92,10.30249701,3.225,5.483364,82.8,48.15,3835.48,4929.28
13/10/2020,24.28,2.975,135.6,63.68,38.26781385,11.768,94.38,15.956,7.39,42.9,32.175,3.31,30.67,13.82,20.25,10.0783104,7.418,55,32.18,73.5,42.96,9.66149155,12.05,22.58,119.45,70.48,8.15,29.96,589.2,27.12,416.75,287.1,93.44,9.724,96.34,141,30.61,22.37,85.28,36.98,87.52,111.1,24.36,12.21,61.9284898,76.94,139,8.630961771,29.9,274.7,5.195,65.74,29.21,127.4,83.02,17.5479122,72.94,10.35208785,3.24,5.1795,83.45,48.15,3776.91,4853.95
14/10/2020,24.04,3,134.9,62.15,38.60162565,12.074,95.36,15.906,7.295,42.86,32.55,3.314,31.36,14.005,20.31,10.1733888,7.49,55.5,32.04,72.1,41.97,9.9339829,11.96,23.37,119.5,69.72,8.186,30.28,580,27.34,412.2,290.3,93.48,9.618,93.94,140.6,30.78,23.145,86.12,37.32,87.09,111.5,24.32,12.322,61.78999158,76.74,139.5,8.613219184,29.5,274.5,5.38,65.46,29.17,126.4,83.74,17.29722774,73.82,10.36448556,3.15,5.1905496,83.25,48.45,3775.16,4851.38
15/10/2020,22.76,2.943,132.2,61.79,37.58164515,11.802,93,15.188,7.31,42.7,31.665,3.26,30.63,14.025,21.68,10.0307712,7.248,55.2,31.38,74,40.81,9.6949554,11.625,23.43,115.8,69.56,8.338,29.46,566.7,27.22,403,284.7,91.02,9.606,90.12,138.05,30,22.69,87.56,36.49,84.67,108.5,23.56,11.826,60.12801294,74.72,137.2,8.493859967,29.1,269.8,5.26,64.3,28.215,125.2,82.68,16.9694096,71.84,10.31489472,3.1,4.8659676,80.6,47.7,3818.12,4909.64
16/10/2020,23.01,3.001,134.8,64.34,38.41617465,12.216,94,15.15,7.495,43.14,32.205,3.282,30.73,14.055,21.75,10.08781824,7.344,53.3,31.77,75.8,41.1,9.86227465,11.74,23.55,116.4,71.34,8.156,29.66,589.4,26.9,432.6,291.4,93.64,9.504,91.84,141.5,31.13,23.865,90.74,36.73,86.03,108.65,23.92,12.058,59.77187466,77.1,137.7,8.576121049,29.22,274.6,5.25,65.56,28.455,125.5,82.96,17.07546841,72.4,10.27356902,3.16,4.9426242,82.55,48.3,3743.47,4816.12
19/10/2020,23.22,3.198,134,66.19,37.9989099,12.3,92.48,15.142,7.55,42.82,32.555,3.284,30.95,14.015,21.96,10.2684672,7.386,53.44,32.01,75.8,41.53,9.91964125,11.705,24.33,115.9,70.46,8.37,29.32,587,26.96,432.9,290.8,93.82,9.384,91.84,142.05,31.45,23.75,91.4,36.33,85.72,108.3,24.08,12.296,60.97878772,77.6,139.2,8.432567396,29.44,273.1,5.18,65.08,28.355,126.2,81.96,16.99833473,73.76,10.32729243,3.09,5.172594,81.3,48.15,3678.36,4730.66
20/10/2020,24.2,3.272,131.35,66.94,37.1458353,12.314,92.64,15.082,7.805,41.62,33.115,3.34,31.03,14.05,22.55,10.3160064,7.436,52.06,31.48,76.85,41.97,10.0582772,11.685,23.83,116.95,70.22,8.372,29.48,589,27.04,430.2,290.6,94.2,9.474,92.9,143,31.15,24.2,93.18,36.59,84.62,107.8,24.28,12.608,62.324199,76.64,137.6,8.524506253,29.1,269.1,5.12,65.1,28.23,126.5,81.34,16.6801583,74.26,10.27356902,3.21,4.951602,82,48.8,3552.05,4571.12
21/10/2020,23.34,3.133,130.7,64.06,36.6451176,12.33,89.72,14.94,8.085,41.6,32.635,3.228,30.52,13.925,22.26,10.11634176,7.324,50.6,31.26,74,40.67,9.8001275,11.385,23.6,113.8,71.14,8.256,29.34,577.9,26.86,427.8,286.8,93.12,9.384,91.06,140.95,31.31,24.395,91,35.21,83.36,106.05,23.72,12.392,59.49487822,75.14,136.5,8.342241502,28.93,266.5,5.22,63.78,27.775,128.3,80.48,16.42465299,71.9,10.43473925,3.18,4.841106,80.05,48.1,3553.27,4569.67
22/10/2020,23.56,3.231,130.25,64.45,37.2385608,12.454,89.62,14.676,7.93,41.32,32.585,3.25,30.37,13.65,21.92,10.14486528,7.378,50.34,30.5,73.5,41.21,9.84315245,11.21,23.72,114.15,71.88,8.608,28.68,574.1,26.66,427.2,285.3,94.68,9.344,91.5,146.45,31.95,24.89,91.42,35.49,82.74,108.3,23.6,12.508,60.06865656,75.22,127.6,8.695480266,28.65,264.3,5.315,62.64,27.62,126.8,80.32,16.51624923,71.82,10.45126953,3.27,4.792764,81.4,48.5,3569.85,4594.24
23/10/2020,24.28,3.29,133.35,68.03,38.34199425,12.452,89.72,14.972,8.035,42.04,33.5,3.204,30.77,13.85,22.12,10.220928,7.516,51.12,29.63,76.9,42.3,9.97700785,11.365,24.11,115.7,69.48,8.748,28.78,556,26.6,428,288.6,98.18,9.518,91.66,147.9,32.16,24.77,96.58,35.37,82.94,110.2,23.68,12.75,61.01835864,76.72,124.3,8.666446943,28.61,263.5,5.435,64.3,28.08,126.9,80.9,16.72836685,72.84,10.50912551,3.19,4.789311,83,49,3642.57,4691.14
26/10/2020,22.96,3.157,131.35,65.85,37.3683765,12.45,87.46,14.646,8.015,41.14,32.95,3.17,29.8,13.905,22.25,10.01175552,7.354,50.54,29.11,74.4,41.09,9.83359135,11.11,23.78,113.15,69.68,8.736,27.44,549.4,25.8,421.75,285.3,95.84,9.358,90.22,146.4,31.76,24.35,93.58,34.1,82.82,106.95,23.08,12.584,59.19809632,74.98,121.4,8.692254342,27.97,257.6,5.225,61.3,27.055,121.5,80.5,16.50660752,70.66,10.44713696,3.15,4.5379326,80.2,48,3728.02,4805.61
27/10/2020,22.22,3.041,129.75,64,36.74711565,11.78,86.1,14.198,7.615,40.34,31.375,3.144,28.18,13.61,21.11,9.4365312,7.026,49.11,29.23,71.8,41.3,9.8192497,10.895,23.99,111.4,71.14,8.714,26.62,545.6,25.56,418.85,287.1,92.3,9.168,88.46,144.75,30.9,22.745,91.18,33.15,81,106.75,22.1,11.944,56.52705922,73.68,116.9,8.634187695,27.2,254.7,4.788,58.64,26.185,116.5,84.06,16.10647656,69.2,10.35208785,3.065,4.3984314,78.3,47.9,3814.41,4922.85
28/10/2020,21.38,2.866,125.05,61.77,35.9404038,11.62,83,13.772,7.405,39.72,29.75,3.028,27.37,13.595,20.34,8.89933824,6.72,46.88,29.23,70.65,40,9.45401568,10.455,21.88,106.4,67.9,8.632,25.34,521.6,24.22,402.15,278.8,90.3,9.048,83.96,140,29.5,20.935,88.7,31.68,79.04,103.1,21.16,11.382,54.37044408,69.86,101.8,8.845485769,25.98,256,4.68,57.5,25.27,109.3,81.74,15.58100336,67.04,10.09173594,2.995,4.1118324,74.35,44.5,3862.36,4983.99
29/10/2020,21.78,2.782,125.7,61.5,36.2000352,11.578,83.98,13.648,7.81,41.34,29.305,3.054,27.95,13.32,19.65,8.9611392,6.66,46.83,29.54,70.1,39.61,9.40429796,10.27,22.17,105.85,67.98,8.344,25.28,520.2,24.38,403.8,279.1,90.64,9.6,86,138.55,29.22,21.115,87.56,32,78.23,102.4,20.82,11.35,55.14207702,69.26,103.9,8.951941287,26.54,259.5,5.08,56.26,25.13,111.1,81.9,15.28211035,66.46,10.23224332,3.19,4.0379382,74.6,45.4,3843.82,4960.88
30/10/2020,21.86,2.81,125.5,62.59,35.6807724,11.652,84.08,13.8,7.9,41.1,29.855,3.076,28.15,13.36,19.325,9.19408128,6.782,47.4,29.31,71.6,40.04,9.53050448,10.385,22.78,106.2,68.38,8.634,25.64,518.5,24.18,402.3,277.7,92.64,9.63,85.74,138.4,29.8,21.255,90.52,33.5,77.37,104.2,20.86,11.64,54.5089423,69.7,102,9.016459783,26.15,257.7,5.04,55.88,25.82,114.1,75.74,15.41709429,67.82,10.24464103,3.195,4.1290974,74.4,45.2,4125.53,5336.32
02/11/2020,22.37,2.95,129.1,63.09,35.23569,11.98,85.3,14.356,7.735,41.34,31.125,3.178,28.98,13.52,20.36,9.388992,6.982,47.8,29.09,72.3,40.28,9.6853943,10.605,24.18,106.25,69.2,8.92,27.08,527,25.34,405.65,283.9,92.7,9.686,86.76,140,30.23,21.505,91.54,34.95,79.38,107.8,21.44,12.124,55.61692806,70.52,102.1,8.86645428,26.67,265,5.215,57.78,27.09,115,75.24,16.0052386,70.38,10.40994383,3.33,4.4177682,76.1,45,4193.16,5418.97
03/11/2020,23.11,3.132,132,66.28,34.50315855,12.25,86.8,14.914,7.865,43.54,33.03,3.21,29.5,13.395,20.46,9.745536,7.286,49.47,29.36,75.1,40.25,9.9148607,10.82,24.63,106.15,69.58,8.948,27.52,543.3,25.86,408.95,290.2,95.86,9.544,88.1,142.4,30.97,22.96,96.94,35.9,81.66,111,22.2,12.784,57.23933578,72.2,104,8.52289329,27.45,269.2,5.23,59.48,27.755,114.3,76.82,16.38126529,72.34,10.57111406,3.445,4.4875188,77.95,46.55,4209.37,5445.21
04/11/2020,23.45,3.12,134.8,68.58,34.54024875,12.558,88.62,15.494,7.83,42.16,33.12,3.206,29.46,13.485,20.49,9.90716928,7.376,50.08,30.51,76.45,41.03,10.12998545,11.07,24.73,108.75,72.5,8.836,27.82,553.2,26.42,421.8,299.9,95.76,9.572,91.5,145.85,31.4,22.9,98.14,36.24,86.81,112,22.86,12.752,56.74469928,71.78,110,8.519667365,27.93,286.6,5.145,62.5,27.9,115.8,80.24,16.723546,73.68,10.64136775,3.445,4.4971872,80.8,48,4154.11,5362.57
